id,title,author,description,availableCopies,CategoryId
26ff66e0-d7d3-4a1c-8fff-ffcf1cbbeee9,De la servitude moderne,Kissiah Stetson,"Unsp inj unsp blood vess at forarm lv, left arm, sequela",23-012-5606,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
24f60c14-06b0-48d8-9812-9bcd06070be1,"Bicycle, Spoon, Apple (Bicicleta, cullera, poma)",Evangelia Caris,"Other hypertrophic osteoarthropathy, right lower leg",76-718-7275,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
c3d5ccdf-2b06-4cb4-846a-89d2e3973a88,"Incredible Melting Man, The",Natividad Spindler,Postproc hemor of unsp and adnexa following other procedure,55-027-8093,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
c30d986a-1398-4f44-89b8-337a6fa50373,Apnea (Apnoia),Philbert Lomond,Lobomycosis,01-871-4187,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
e174a605-b7e5-444a-90ab-e0b647f78346,Mercury Rising,Kassie Jockle,"Unsp injury of posterior tibial artery, unspecified leg",41-377-0180,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
e5c537cd-cc2a-44ff-83e0-aeb3454fc20f,Deranged,Emogene Dornin,"Lac w fb of abd wall, unsp quadrant w penet perit cav, subs",80-900-2375,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
b8bd014f-abb1-4a15-bccb-3845e568e622,Pot O' Gold,Jemmie Clewlowe,Explosion on board passenger ship,23-657-9145,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
2761c15b-bc78-4ea2-bef6-d8f9dc316d92,"Fool There Was, A",Fonsie Steventon,Insect bite (nonvenomous) of ankle,54-028-9870,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
ecf58956-3422-4d10-a62d-751a5c137ad1,Bounce: Behind the Velvet Rope,Valma Jeffes,Abrasion of thumb,30-482-9826,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
1f054a09-b2fb-4ee6-a274-e5f1575bbf8f,Goodbye Solo,Hinda Rutgers,Cocaine abuse with cocaine-induced sleep disorder,61-275-4917,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
6302f7a5-1282-4a70-86cb-406651d2fba6,"Mummy Returns, The",Hadria Daton,"Puncture wound with foreign body of right hand, subs encntr",96-745-7367,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
31429b47-1aef-4408-93a0-b60c2249b002,3 Idiots,Weston Yurkov,"Injury of median nerve at wrs/hnd lv of unsp arm, init",60-919-2087,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
f4649cb0-b29c-4a46-a178-dbc4baf7eb50,Blast from the Past,Jourdan Roscrigg,"Pnctr w fb of l idx fngr w/o damage to nail, sequela",01-067-2812,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
0c79dca8-c764-4b7c-82cb-7edbcde43ac0,All Dogs Go to Heaven 2,Kareem Izchaki,"Nondisp fx of base of nk of unsp femr, 7thP",17-168-8771,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
0c42eb16-8c38-4d1a-ae10-373468c459c5,Anne of Green Gables,Donella Pinock,"Laceration of muscle, fascia and tendon of abdomen",37-813-1345,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
6086b73d-50e0-4e2c-8886-7c161b01a22a,Roseland,Wren Petrus,"Nondisplaced fracture of second metatarsal bone, left foot",40-029-4864,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
022ca90a-73e3-4ec4-9dd2-4859961bd25c,Out of Mind: The Stories of H.P. Lovecraft,Amelie Shird,"Unstable burst fracture of T7-T8 vertebra, init for clos fx",97-806-3931,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
148405a8-9634-489d-9c51-08e491a39dcb,Catching Hell,Marianna Wassung,Ventricular septal defect,04-489-1923,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
08a047b3-33cd-4ff9-8d60-8dd2b8fa9bde,"James Dean Story, The",Franklyn Turpey,Malignant neoplasm of left ciliary body,20-001-5706,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
7e78cf62-40ed-4d01-9e11-6a4a5978b8ba,Just Friends?,Bartolomeo Buckleigh,3-part fracture of surgical neck of left humerus,40-990-6964,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
d6556191-8659-4b96-8926-34cdab1da500,Trishna,Giustino Stormont,Induration of breast,07-505-4249,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
65b0644b-a726-431c-a3c0-a76aadbf5637,Crime Wave,Jerrie Crain,"Unspecified scleritis, unspecified eye",68-456-4483,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
c458d084-1cca-405b-a75c-2bdede9132fd,"Huey P. Newton Story, A",Gail Perris,Synovitis and tenosynovitis,69-871-3334,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
6e83dcf2-187b-4946-8579-28b4ba7d584f,Humble Pie (American Fork),Laney Ropars,Military operations involving fire/hot subst,98-482-0628,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
4407a413-14ef-4270-9f67-7a66ce20ad70,Young Again,Rustin Stedall,Atypical small acinar proliferation of prostate,77-981-9505,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
02d20505-ce93-4058-96c2-55dc57d2eae3,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Eugine Arlt,Other heelies accident,72-790-4198,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
198fc416-125d-43cd-8828-31f5852f4b3a,Teenage Mutant Ninja Turtles,Dinny Tume,"Struck by other psittacines, subsequent encounter",46-116-8437,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
49d23703-f1c2-431a-b0c2-cd54a13dc09b,In the Line of Fire,Inglis Romao,Displ suprcndl fx w intrcndl extn lower end of unsp femur,48-501-8096,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
fe8a95b3-5842-453f-9efa-5ca15073b319,Booty Call,Tessi Mateja,Facial weakness following oth nontraumatic intcrn hemorrhage,63-063-5356,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
713db1a3-11ad-470f-ac8c-94c0b61e2c29,Lucky: No Time For Love,Devy Gasperi,Newborn affected by premature rupture of membranes,26-114-5307,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
44eb98a9-390a-4c04-8931-8f0b8e4afb7c,Blazing Saddles,Alair Lepoidevin,"Flexion deformity, unspecified finger joints",97-655-7077,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
6985d705-8b5c-41d9-8898-3b61557118ce,Schwarze Sonne,Freddi Camamile,"Strain msl/tnd lng flxr msl toe at ank/ft lev, l foot, sqla",42-612-3293,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
66ff0fff-75d6-444d-9908-926b281a56a6,In the Beginning (À l'Origine),Corny Nuzzti,"Nondisp fx of medial phalanx of l rng fngr, init for opn fx",40-283-4898,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
c276748f-3cb6-4ece-95a3-c59a3214a39c,Revolutionary Road,Randolph Graber,"Dislocation of unsp interphaln joint of l mid finger, init",13-365-9845,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
d0c3bb8e-da63-42d2-95f0-e782b8899d11,"Dorado, El",Dody Tearney,"Toxic eff of halgn deriv of aromatic hydrocrb, asslt, init",37-023-4479,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
3ed7238c-cee3-440b-9e6c-ccdf20a2b062,Moon of the Wolf,Lem Viner,"Insect bite (nonvenomous) of unspecified elbow, init encntr",58-992-3151,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
981be9a3-8e62-487b-85c0-9945a05d2dee,"Last Seduction, The",Joelle McVey,Injury of other blood vessels at hip and thigh level,71-958-9987,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
4265d395-3ee6-4ac3-92c3-c85b5add4fd6,Letters to Juliet,Algernon Pitts,Blister (nonthermal) of left wrist,90-704-9481,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
93cbabd7-d39d-4c33-9a07-319d636f40c7,Xtro 2: The Second Encounter,Wilie Hallam,"Nondisplaced dome fracture of unspecified talus, sequela",69-886-4576,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
680fc473-1fc9-4fbd-8b34-8e4d285b6e91,Caesar Must Die (Cesare deve morire),Willetta Housiaux,"Oth recnst surgery cause abn react/compl, w/o misadvnt",25-923-6642,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
172c2a28-14ea-413d-9465-3ed448b9c5c1,Time Stood Still (Il tempo si è fermato),Lenora Favell,Corrosion of unspecified degree of unspecified knee,62-264-9851,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
702c6433-5dca-4a86-ba6f-49f9b0e2ac6b,Rules of Single Life (Sinkkuelämän säännöt),Leupold Gulvin,"Poisoning by iron and its compounds, assault, sequela",53-808-0674,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
6f2caeba-5f4b-487f-a91c-062d8bf40047,Carrie,Itch Scoines,"Toxic effect of venom of tarantula, self-harm, sequela",71-931-5497,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
b842c4b0-8ce9-44ad-834f-096141cb0561,"Twilight Samurai, The (Tasogare Seibei)",Allie Bottell,"Pnctr w/o foreign body of finger w/o damage to nail, subs",43-974-8302,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
15476ea9-fdcb-4c2e-b833-046da6e98a84,Holocaust,Tuesday Sherred,"Unstbl burst fx unsp lum vertebra, subs for fx w delay heal",72-120-2365,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
85b04e6e-34c5-45a7-a9b1-a6be25f034f9,"Foreigner, The",Harwilll Cope,Medial subluxation of right ulnohumeral joint,38-174-3148,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
04c66907-192a-4b39-a9b8-5048f66a23bc,Hellhounds on My Trail,Lorrayne Deshon,"Toxic eff of corrosv acids and acid-like substnc, acc, sqla",44-263-8267,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
1b8d660d-5a6c-4301-ac43-cebc131904a9,"Morning After, The",Zacharia Woodus,"Oth disp fx of lower end of left humerus, init for opn fx",56-502-1015,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
c852e685-19bb-40bb-bb38-1ac9d5b35619,"End of America, The",Brody Pheasey,"Separation of muscle (nontraumatic), right forearm",84-004-3228,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
c93027c0-c98a-4e5f-993f-9c8afaad68a5,"Rabid Grannies (Mémés cannibales, Les)",Halley Blanque,"Lacerat blood vesls at abd, low back and pelvis level, sqla",13-335-2505,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
ffabfbde-ae12-49c0-b040-60ad71865cdc,Murder on Monday,Della O'Loughane,"Poisoning by iron and its compounds, accidental, subs",56-579-7126,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
da1063f6-74a9-4e1d-92d6-f29f421521ac,Clouds of Sils Maria,Cirilo Matherson,"Nondisp fx of trapezium, left wrist, init for opn fx",41-328-9605,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
88c0cd49-aaaf-4799-bdbd-5ff33ffe4071,Traffic (Trafic),Norry Kedwell,"Poisoning by antipruritics, assault, initial encounter",75-204-2492,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
